Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1623628800,2021-06-14 00:00:00,BCH/USD,615.88,641.89,599.36,641.89,9518.79207161,6110017.442845742
1623542400,2021-06-13 00:00:00,BCH/USD,581.32,615.85,558.75,614.46,7223.70827090,4438679.784137214
1623456000,2021-06-12 00:00:00,BCH/USD,575.58,591.94,547.86,579.74,11013.90997494,6385204.168871716
1623369600,2021-06-11 00:00:00,BCH/USD,602.81,611.31,569.70,576.47,6170.26115465,3556970.447821086
1623283200,2021-06-10 00:00:00,BCH/USD,635.60,639.85,589.61,601.06,13516.74606705,8124375.391061072
1623196800,2021-06-09 00:00:00,BCH/USD,593.77,635.35,566.42,631.04,12154.87609122,7670213.008603469
1623110400,2021-06-08 00:00:00,BCH/USD,594.93,604.82,543.42,596.33,16873.35948123,10062090.459441887
1623024000,2021-06-07 00:00:00,BCH/USD,656.39,670.20,590.84,596.77,12014.70868147,7170017.699840851
1622937600,2021-06-06 00:00:00,BCH/USD,646.92,670.30,645.00,657.19,10062.13428182,6612734.028669286
1622851200,2021-06-05 00:00:00,BCH/USD,668.46,688.57,633.71,648.75,11386.72807808,7387139.840654399
1622764800,2021-06-04 00:00:00,BCH/USD,717.65,718.86,642.51,671.82,17027.48605913,11439405.684244717
1622678400,2021-06-03 00:00:00,BCH/USD,694.64,735.45,687.89,717.66,10392.99477557,7458636.630635565
1622592000,2021-06-02 00:00:00,BCH/USD,692.74,716.20,675.24,697.68,8762.78120842,6113617.193490465
1622505600,2021-06-01 00:00:00,BCH/USD,699.94,721.27,668.17,691.18,14519.59090062,10035650.83869053
1622419200,2021-05-31 00:00:00,BCH/USD,658.54,711.76,634.51,703.66,18646.23804584,13120611.863335773
1622332800,2021-05-30 00:00:00,BCH/USD,652.65,688.51,616.88,662.07,8474.27787988,5610565.155932152
1622246400,2021-05-29 00:00:00,BCH/USD,688.44,720.29,618.35,652.29,9728.64972285,6345900.927717825
1622160000,2021-05-28 00:00:00,BCH/USD,748.54,761.48,652.37,688.86,13796.06638316,9503558.288703598
1622073600,2021-05-27 00:00:00,BCH/USD,764.82,808.71,702.65,746.49,15503.79646938,11573429.026427476
1621987200,2021-05-26 00:00:00,BCH/USD,722.78,789.91,707.83,764.69,21915.26011046,16758380.253867658
1621900800,2021-05-25 00:00:00,BCH/USD,754.24,792.74,671.91,718.90,24760.01990965,17799978.313047383
1621814400,2021-05-24 00:00:00,BCH/USD,552.94,760.10,541.08,753.89,26933.45931006,20304865.639261134
1621728000,2021-05-23 00:00:00,BCH/USD,629.98,659.14,468.02,552.94,26997.19728537,14927830.26697249
1621641600,2021-05-22 00:00:00,BCH/USD,689.24,720.80,600.38,629.86,15827.02982691,9968813.006777532
1621555200,2021-05-21 00:00:00,BCH/USD,816.87,852.53,606.32,689.27,24108.90350216,16617543.916933822
1621468800,2021-05-20 00:00:00,BCH/USD,696.48,865.21,617.76,820.03,27505.37942145,22555236.286971644
1621382400,2021-05-19 00:00:00,BCH/USD,1091.05,1110.96,493.78,695.54,46221.35516252,32148801.369739156
1621296000,2021-05-18 00:00:00,BCH/USD,1067.26,1167.17,1054.88,1092.41,11255.58539414,12295714.040412478
1621209600,2021-05-17 00:00:00,BCH/USD,1166.94,1167.41,989.13,1063.50,20581.33963185,21888254.698472477
1621123200,2021-05-16 00:00:00,BCH/USD,1170.85,1280.96,1099.01,1166.87,13892.09271570,16210266.227168858
1621036800,2021-05-15 00:00:00,BCH/USD,1295.96,1334.10,1157.07,1168.52,9966.26895218,11645784.596001374
1620950400,2021-05-14 00:00:00,BCH/USD,1248.75,1363.41,1226.64,1298.21,14222.51894827,18463816.3238336
1620864000,2021-05-13 00:00:00,BCH/USD,1232.78,1345.89,1133.89,1256.05,40319.88532581,50643791.96348365
1620777600,2021-05-12 00:00:00,BCH/USD,1550.73,1640.00,1204.10,1237.14,27196.98357902,33646476.26494881
1620691200,2021-05-11 00:00:00,BCH/USD,1316.42,1550.23,1302.99,1550.23,19463.16059434,30172375.448163696
1620604800,2021-05-10 00:00:00,BCH/USD,1429.54,1570.00,1210.00,1324.79,28297.54699736,37488307.28663255
1620518400,2021-05-09 00:00:00,BCH/USD,1395.42,1431.00,1284.00,1430.00,12535.89746239,17926333.371217698
1620432000,2021-05-08 00:00:00,BCH/USD,1343.12,1449.56,1323.55,1401.06,12063.10132808,16901128.746719763
1620345600,2021-05-07 00:00:00,BCH/USD,1504.32,1507.44,1272.48,1343.01,30902.02490436,41501728.46680453
1620259200,2021-05-06 00:00:00,BCH/USD,1456.18,1604.26,1272.10,1508.12,68540.48413056,103367274.92698014
1620172800,2021-05-05 00:00:00,BCH/USD,951.39,1479.76,940.00,1455.11,63623.66996053,92579438.3962668
1620086400,2021-05-04 00:00:00,BCH/USD,1016.89,1054.65,932.74,950.88,26234.66313696,24946016.483672526
1620000000,2021-05-03 00:00:00,BCH/USD,974.54,1049.00,973.80,1015.95,11945.63205948,12136164.890828706
1619913600,2021-05-02 00:00:00,BCH/USD,1005.40,1011.45,953.67,974.72,5073.33942570,4945085.4050183045
1619827200,2021-05-01 00:00:00,BCH/USD,997.51,1031.84,944.00,1006.85,9114.08088640,9176512.34047184
1619740800,2021-04-30 00:00:00,BCH/USD,881.26,1002.80,869.99,997.03,16868.17280800,16818074.334760237
1619654400,2021-04-29 00:00:00,BCH/USD,911.27,915.08,859.31,880.27,14731.34454309,12967560.660945833
1619568000,2021-04-28 00:00:00,BCH/USD,893.27,930.60,854.27,909.41,12510.86029321,11377501.459248105
1619481600,2021-04-27 00:00:00,BCH/USD,849.20,892.97,833.04,892.48,11267.61710687,10056122.915539337
1619395200,2021-04-26 00:00:00,BCH/USD,761.34,850.81,752.26,849.93,14745.45604862,12532605.459403597
1619308800,2021-04-25 00:00:00,BCH/USD,771.90,806.97,716.77,760.45,8723.89032767,6634082.399676652
1619222400,2021-04-24 00:00:00,BCH/USD,836.26,836.26,750.00,771.63,5570.69428994,4298514.834946402
1619136000,2021-04-23 00:00:00,BCH/USD,852.00,873.41,690.17,840.06,20555.47703004,17267834.0338554
1619049600,2021-04-22 00:00:00,BCH/USD,918.49,971.84,841.77,854.94,13173.04602468,11262163.96833992
1618963200,2021-04-21 00:00:00,BCH/USD,942.08,999.80,900.51,912.86,8857.07894092,8085273.082008231
1618876800,2021-04-20 00:00:00,BCH/USD,894.13,973.21,830.86,942.28,15424.75141686,14534434.765078839
1618790400,2021-04-19 00:00:00,BCH/USD,974.73,1041.18,873.75,894.53,16895.68005672,15113692.681137742
1618704000,2021-04-18 00:00:00,BCH/USD,990.98,1016.64,810.60,974.03,37987.83536803,37001291.283522256
1618617600,2021-04-17 00:00:00,BCH/USD,1105.15,1217.95,988.60,993.41,35342.88897546,35109979.33711172
1618531200,2021-04-16 00:00:00,BCH/USD,867.13,1176.40,818.00,1105.03,60961.43689550,67364216.61263436
1618444800,2021-04-15 00:00:00,BCH/USD,816.42,878.10,798.64,868.45,17696.72742652,15368722.933561293
1618358400,2021-04-14 00:00:00,BCH/USD,746.93,846.12,746.60,814.83,27429.56881640,22350435.558667213
1618272000,2021-04-13 00:00:00,BCH/USD,671.46,751.97,667.83,747.77,18191.03597645,13602710.972110016
1618185600,2021-04-12 00:00:00,BCH/USD,690.51,696.32,652.31,671.64,9814.11556909,6591552.580823607
1618099200,2021-04-11 00:00:00,BCH/USD,674.47,714.99,669.96,689.69,8404.32282933,5796377.412160608
1618012800,2021-04-10 00:00:00,BCH/USD,632.35,680.00,624.14,671.92,9672.48216970,6499134.219464824
1617926400,2021-04-09 00:00:00,BCH/USD,644.23,649.57,625.87,632.19,5001.29551045,3161769.0087513854
1617840000,2021-04-08 00:00:00,BCH/USD,614.85,643.52,610.40,643.27,9238.74910702,5943010.138072755
1617753600,2021-04-07 00:00:00,BCH/USD,662.97,693.81,595.11,615.03,14096.36208115,8669685.570769684
1617667200,2021-04-06 00:00:00,BCH/USD,647.86,673.74,614.82,662.81,23961.51741928,15881933.360672975
1617580800,2021-04-05 00:00:00,BCH/USD,561.15,647.22,554.04,647.22,26209.82491546,16963522.88178402
1617494400,2021-04-04 00:00:00,BCH/USD,530.57,564.07,522.18,560.51,9257.50379052,5188923.449624365
1617408000,2021-04-03 00:00:00,BCH/USD,580.22,595.84,530.00,531.04,11579.35474785,6149100.545298263
1617321600,2021-04-02 00:00:00,BCH/USD,557.72,598.00,545.34,580.38,12688.67235947,7364251.663989198
1617235200,2021-04-01 00:00:00,BCH/USD,541.69,559.69,528.92,556.06,11001.64239423,6117573.269735534
1617148800,2021-03-31 00:00:00,BCH/USD,525.97,545.00,502.36,541.28,7515.41637966,4067944.577982364
1617062400,2021-03-30 00:00:00,BCH/USD,518.46,536.09,511.56,525.42,6593.75006017,3464488.1566145215
1616976000,2021-03-29 00:00:00,BCH/USD,497.66,524.29,491.77,517.84,6326.17829248,3275948.1669778433
1616889600,2021-03-28 00:00:00,BCH/USD,501.38,505.33,488.60,497.08,5551.68100510,2759629.594015108
1616803200,2021-03-27 00:00:00,BCH/USD,506.75,510.00,486.34,500.64,4296.62823231,2151063.9582236786
1616716800,2021-03-26 00:00:00,BCH/USD,474.20,508.35,470.51,506.44,11854.70263653,6003695.603244253
1616630400,2021-03-25 00:00:00,BCH/USD,473.23,482.55,451.27,473.12,10225.54034837,4837907.649620814
1616544000,2021-03-24 00:00:00,BCH/USD,510.66,529.09,442.95,474.55,9531.55956004,4523201.589216982
1616457600,2021-03-23 00:00:00,BCH/USD,509.27,532.20,505.54,510.91,7298.74498048,3729001.797977037
1616371200,2021-03-22 00:00:00,BCH/USD,524.21,538.48,506.00,509.39,10007.04371744,5097487.999226761
1616284800,2021-03-21 00:00:00,BCH/USD,535.91,543.46,515.48,524.64,7369.28594099,3866222.1760809934
1616198400,2021-03-20 00:00:00,BCH/USD,532.81,552.06,530.00,535.67,8818.61969092,4723870.009835117
1616112000,2021-03-19 00:00:00,BCH/USD,527.90,550.86,516.80,533.08,6185.93172036,3297596.4814895093
1616025600,2021-03-18 00:00:00,BCH/USD,542.91,547.32,522.55,528.57,8243.73100394,4357388.896752566
1615939200,2021-03-17 00:00:00,BCH/USD,529.62,541.41,511.86,541.41,10109.08708899,5473160.840850076
1615852800,2021-03-16 00:00:00,BCH/USD,524.45,538.42,502.49,529.15,10296.33442593,5448305.361480859
1615766400,2021-03-15 00:00:00,BCH/USD,551.96,568.01,513.85,523.68,14711.41381037,7704073.184214561
1615680000,2021-03-14 00:00:00,BCH/USD,593.91,601.73,551.39,552.84,11595.15006006,6410262.75920357
1615593600,2021-03-13 00:00:00,BCH/USD,538.39,608.83,522.88,593.77,20603.26043253,12233597.94702334
1615507200,2021-03-12 00:00:00,BCH/USD,552.06,564.00,510.00,538.62,9321.66395876,5020834.641467311
1615420800,2021-03-11 00:00:00,BCH/USD,546.27,564.89,528.80,550.45,11017.86809290,6064785.491736806
1615334400,2021-03-10 00:00:00,BCH/USD,546.00,568.06,517.07,547.70,13067.58559413,7157116.629905001
1615248000,2021-03-09 00:00:00,BCH/USD,530.00,547.57,523.49,545.48,10027.71363694,5469917.234678031
1615161600,2021-03-08 00:00:00,BCH/USD,516.00,529.97,500.86,529.85,9279.31546061,4916645.296804208
1615075200,2021-03-07 00:00:00,BCH/USD,502.01,518.31,502.01,516.14,4259.75144437,2198628.110497132
1614988800,2021-03-06 00:00:00,BCH/USD,498.07,505.21,482.64,500.24,4787.96100571,2395129.6134963706
1614902400,2021-03-05 00:00:00,BCH/USD,504.90,504.90,472.72,498.80,9945.17357363,4960652.578526644
1614816000,2021-03-04 00:00:00,BCH/USD,520.70,538.63,491.62,505.51,10430.96785256,5272958.559147605
1614729600,2021-03-03 00:00:00,BCH/USD,516.91,555.25,512.50,523.50,9646.83773134,5050119.55235649
1614643200,2021-03-02 00:00:00,BCH/USD,501.53,550.00,495.02,517.16,15985.59599548,8267110.825022437
1614556800,2021-03-01 00:00:00,BCH/USD,460.53,506.57,458.68,501.47,15499.86005503,7772714.821795895
1614470400,2021-02-28 00:00:00,BCH/USD,481.65,485.76,432.02,460.30,15137.88048457,6967966.387047571
1614384000,2021-02-27 00:00:00,BCH/USD,486.01,501.42,473.81,483.90,7832.55495159,3790173.341074401
1614297600,2021-02-26 00:00:00,BCH/USD,499.59,507.60,457.35,485.33,17732.56500499,8606145.773871796
1614211200,2021-02-25 00:00:00,BCH/USD,527.15,557.45,493.32,498.57,15001.71905295,7479407.068229281
1614124800,2021-02-24 00:00:00,BCH/USD,516.97,557.21,497.09,527.51,25257.82645152,13323756.031441314
1614038400,2021-02-23 00:00:00,BCH/USD,630.43,631.74,438.50,517.62,46921.68024506,24287600.128447957
1613952000,2021-02-22 00:00:00,BCH/USD,709.02,710.43,533.33,629.58,31244.14692365,19670690.02019157
1613865600,2021-02-21 00:00:00,BCH/USD,676.37,736.05,667.75,707.45,10115.45204772,7156176.551159515
1613779200,2021-02-20 00:00:00,BCH/USD,722.35,749.00,630.00,678.77,16412.36276618,11140219.474799996
1613692800,2021-02-19 00:00:00,BCH/USD,705.40,742.60,681.70,719.98,17250.08459421,12419715.906139316
1613606400,2021-02-18 00:00:00,BCH/USD,717.09,730.64,690.00,704.24,8727.52535105,6146272.453223453
1613520000,2021-02-17 00:00:00,BCH/USD,706.13,727.51,674.04,717.26,12833.23974936,9204769.542625954
1613433600,2021-02-16 00:00:00,BCH/USD,717.35,745.39,670.00,705.47,22139.97800333,15619090.282009216
1613347200,2021-02-15 00:00:00,BCH/USD,722.16,773.32,600.00,714.59,46479.51241572,33213794.777149353
1613260800,2021-02-14 00:00:00,BCH/USD,670.23,750.00,652.17,722.52,55165.34439243,39858064.630418524
1613174400,2021-02-13 00:00:00,BCH/USD,581.06,669.44,540.86,668.27,40267.35379845,26909464.52289018
1613088000,2021-02-12 00:00:00,BCH/USD,531.17,581.32,510.69,578.04,28404.77719282,16419097.408537673
1613001600,2021-02-11 00:00:00,BCH/USD,497.01,542.03,491.04,529.71,20887.48869951,11064311.639017442
1612915200,2021-02-10 00:00:00,BCH/USD,515.94,540.00,468.17,495.35,37681.17149777,18665368.301420372
1612828800,2021-02-09 00:00:00,BCH/USD,485.44,520.00,473.56,516.03,26926.08829492,13894669.342827566
1612742400,2021-02-08 00:00:00,BCH/USD,445.91,488.90,437.26,484.33,20902.48378049,10123699.969404722
1612656000,2021-02-07 00:00:00,BCH/USD,458.17,464.39,429.68,446.39,22844.17431121,10197410.970781032
1612569600,2021-02-06 00:00:00,BCH/USD,448.76,490.83,446.36,459.54,24406.78077661,11215892.03808336
1612483200,2021-02-05 00:00:00,BCH/USD,423.24,449.02,417.74,447.83,12975.76382116,5810936.312030083
1612396800,2021-02-04 00:00:00,BCH/USD,448.60,455.81,412.90,421.75,15005.57771584,6328602.40165552
1612310400,2021-02-03 00:00:00,BCH/USD,430.74,450.60,429.00,446.64,11451.21261966,5114569.604444942
1612224000,2021-02-02 00:00:00,BCH/USD,413.12,435.00,411.68,430.47,12029.94164325,5178528.979169828
1612137600,2021-02-01 00:00:00,BCH/USD,399.81,445.57,390.19,414.83,16996.88706026,7050818.659207655
1612051200,2021-01-31 00:00:00,BCH/USD,416.96,416.96,391.31,399.53,7071.02569994,2825086.897897028
1611964800,2021-01-30 00:00:00,BCH/USD,409.58,419.43,392.29,416.00,14538.05904847,6047832.56416352
1611878400,2021-01-29 00:00:00,BCH/USD,406.09,435.79,391.98,407.92,34762.04859071,14180134.861122424
1611792000,2021-01-28 00:00:00,BCH/USD,377.83,415.31,371.00,406.54,13171.18709205,5354614.400402008
1611705600,2021-01-27 00:00:00,BCH/USD,428.24,428.24,369.46,378.76,33184.50153442,12568961.801176919
1611619200,2021-01-26 00:00:00,BCH/USD,431.90,438.03,413.47,428.39,12575.46465415,5387203.303191318
1611532800,2021-01-25 00:00:00,BCH/USD,440.20,465.02,430.27,433.00,10473.57856059,4535059.51673547
1611446400,2021-01-24 00:00:00,BCH/USD,427.80,449.09,422.43,439.65,6140.65424393,2699738.6383438245
1611360000,2021-01-23 00:00:00,BCH/USD,439.80,444.18,419.82,431.44,6621.24540471,2856670.1174080824
1611273600,2021-01-22 00:00:00,BCH/USD,418.54,451.22,391.63,441.95,18265.78351595,8072563.024874102
1611187200,2021-01-21 00:00:00,BCH/USD,498.05,499.99,403.77,418.25,14321.95597523,5990158.086639947
1611100800,2021-01-20 00:00:00,BCH/USD,507.92,518.34,465.61,498.12,12530.21834450,6241552.361762339
1611014400,2021-01-19 00:00:00,BCH/USD,509.17,553.13,502.90,507.92,14648.52405261,7440278.336801671
1610928000,2021-01-18 00:00:00,BCH/USD,479.99,514.88,469.16,508.53,8948.17010649,4550412.94425336
1610841600,2021-01-17 00:00:00,BCH/USD,489.98,495.13,461.57,479.55,7269.43158184,3486055.915071372
1610755200,2021-01-16 00:00:00,BCH/USD,491.75,515.19,473.42,489.72,13595.72340829,6658097.667507779
1610668800,2021-01-15 00:00:00,BCH/USD,527.96,535.00,451.98,493.50,20859.05098157,10293941.659404794
1610582400,2021-01-14 00:00:00,BCH/USD,499.11,539.00,484.16,527.88,19714.02581174,10406639.94550131
1610496000,2021-01-13 00:00:00,BCH/USD,451.80,501.00,434.14,497.03,24009.47433362,11933429.028039148
1610409600,2021-01-12 00:00:00,BCH/USD,478.27,511.98,443.26,452.01,46253.78826057,20907174.831660245
1610323200,2021-01-11 00:00:00,BCH/USD,602.64,602.64,398.80,478.89,81107.91875118,38841771.21075259
1610236800,2021-01-10 00:00:00,BCH/USD,577.94,631.71,546.01,600.59,76357.70182150,45859672.136974685
1610150400,2021-01-09 00:00:00,BCH/USD,439.34,591.47,418.43,578.11,53534.45047745,30948801.165518623
1610064000,2021-01-08 00:00:00,BCH/USD,450.37,458.77,404.65,437.78,31162.09994651,13642144.114583146
1609977600,2021-01-07 00:00:00,BCH/USD,455.69,484.24,425.62,448.98,27553.20347228,12370837.294984275
1609891200,2021-01-06 00:00:00,BCH/USD,420.57,459.11,411.71,454.35,29976.27662386,13619721.284050792
1609804800,2021-01-05 00:00:00,BCH/USD,409.08,426.22,380.21,420.05,26211.10623880,11009975.17560794
1609718400,2021-01-04 00:00:00,BCH/USD,425.20,467.67,377.00,406.28,46766.39115151,19000249.39703548
1609632000,2021-01-03 00:00:00,BCH/USD,354.90,434.54,354.65,423.71,38135.76827363,16158506.375219766
1609545600,2021-01-02 00:00:00,BCH/USD,342.86,368.84,334.39,354.45,19324.14034050,6849441.543690224
1609459200,2021-01-01 00:00:00,BCH/USD,342.74,355.93,332.00,342.50,7945.89215400,2721468.0627450002
1609372800,2020-12-31 00:00:00,BCH/USD,358.68,361.16,334.32,342.28,15189.83290305,5199176.006055954
1609286400,2020-12-30 00:00:00,BCH/USD,353.00,366.34,342.12,359.31,17066.08344495,6132014.442604984
1609200000,2020-12-29 00:00:00,BCH/USD,360.35,365.56,330.26,351.85,19046.06317475,6701357.328035789
1609113600,2020-12-28 00:00:00,BCH/USD,335.60,376.67,333.83,360.45,22912.78245311,8258912.435223499
1609027200,2020-12-27 00:00:00,BCH/USD,323.00,366.38,307.08,337.37,39069.79940815,13180978.226327566
1608940800,2020-12-26 00:00:00,BCH/USD,319.16,332.00,308.09,323.06,17686.01639151,5713644.45544122
1608854400,2020-12-25 00:00:00,BCH/USD,297.55,325.00,293.33,318.62,26316.63571339,8385006.471000321
1608768000,2020-12-24 00:00:00,BCH/USD,274.27,299.17,270.63,296.99,17623.06844382,5233875.097130102
1608681600,2020-12-23 00:00:00,BCH/USD,323.34,326.37,266.55,275.48,39892.31352253,10989534.529186565
1608595200,2020-12-22 00:00:00,BCH/USD,314.92,324.73,298.61,323.80,14449.10559425,4678620.391418151
1608508800,2020-12-21 00:00:00,BCH/USD,346.83,380.00,304.74,313.42,43272.06812197,13562331.590787837
1608422400,2020-12-20 00:00:00,BCH/USD,317.88,368.20,310.49,349.93,54039.28560318,18909967.211120777
1608336000,2020-12-19 00:00:00,BCH/USD,314.38,325.64,309.68,318.70,7637.11870360,2433949.73083732
1608249600,2020-12-18 00:00:00,BCH/USD,311.00,322.85,305.00,313.50,9530.92776749,2987945.8551081154
1608163200,2020-12-17 00:00:00,BCH/USD,312.10,331.69,300.62,310.78,32631.57318238,10141240.313620055
1608076800,2020-12-16 00:00:00,BCH/USD,289.00,315.98,282.00,312.93,19304.19844424,6040862.819156023
1607990400,2020-12-15 00:00:00,BCH/USD,276.89,299.25,270.99,288.66,16415.49318277,4738496.262138388
1607904000,2020-12-14 00:00:00,BCH/USD,274.39,280.15,264.64,276.37,4362.80254328,1205747.7388862935
1607817600,2020-12-13 00:00:00,BCH/USD,268.37,282.21,265.51,275.42,6009.72124650,1655197.4257110301
1607731200,2020-12-12 00:00:00,BCH/USD,258.47,269.50,257.89,267.75,6505.87377399,1741947.7029858225
1607644800,2020-12-11 00:00:00,BCH/USD,266.52,266.52,256.10,259.03,12181.96200215,3155493.617416914
1607558400,2020-12-10 00:00:00,BCH/USD,268.99,269.35,261.41,265.10,6346.15320840,1682365.21554684
1607472000,2020-12-09 00:00:00,BCH/USD,267.36,271.18,254.82,269.07,10050.72897710,2704349.6458682967
1607385600,2020-12-08 00:00:00,BCH/USD,284.10,284.97,262.70,267.36,8350.74785851,2232655.947451234
1607299200,2020-12-07 00:00:00,BCH/USD,286.86,290.89,281.13,284.05,6523.48588711,1852996.1662335955
1607212800,2020-12-06 00:00:00,BCH/USD,290.28,293.36,279.53,286.91,6605.92460059,1895305.8271552771
1607126400,2020-12-05 00:00:00,BCH/USD,280.46,290.07,274.80,290.04,4206.24712995,1219979.917570698
1607040000,2020-12-04 00:00:00,BCH/USD,291.99,307.17,276.94,280.00,24774.09412688,6936746.355526401
1606953600,2020-12-03 00:00:00,BCH/USD,294.64,297.30,286.00,292.64,7813.01059324,2286399.4200057536
1606867200,2020-12-02 00:00:00,BCH/USD,287.33,297.67,280.99,294.51,12621.69176117,3717214.440582176
1606780800,2020-12-01 00:00:00,BCH/USD,318.09,321.05,273.36,288.07,33450.51010016,9636088.44455309
1606694400,2020-11-30 00:00:00,BCH/USD,286.37,322.08,280.56,317.51,29953.62293996,9510574.8196667
1606608000,2020-11-29 00:00:00,BCH/USD,276.55,288.93,272.45,285.89,10554.07606528,3017304.806302899
1606521600,2020-11-28 00:00:00,BCH/USD,266.30,285.07,261.00,276.77,13579.50218151,3758398.8187765228
1606435200,2020-11-27 00:00:00,BCH/USD,271.02,279.67,255.87,265.89,21055.08683104,5598337.037505225
1606348800,2020-11-26 00:00:00,BCH/USD,312.13,321.21,246.85,271.24,45342.50226176,12298700.313479781
1606262400,2020-11-25 00:00:00,BCH/USD,350.23,363.09,296.02,313.13,25631.40229495,8025961.000617693
1606176000,2020-11-24 00:00:00,BCH/USD,323.49,371.70,323.26,349.41,56506.46735988,19743924.760215674
1606089600,2020-11-23 00:00:00,BCH/USD,289.73,326.44,283.09,323.55,47100.97328016,15239519.904795768
1606003200,2020-11-22 00:00:00,BCH/USD,305.68,312.52,271.14,289.17,37851.35079456,10945475.109262915
1605916800,2020-11-21 00:00:00,BCH/USD,260.40,309.80,256.71,305.23,42147.51316279,12864685.442678392
1605830400,2020-11-20 00:00:00,BCH/USD,247.77,260.61,247.18,260.10,7564.38749075,1967497.1863440752
1605744000,2020-11-19 00:00:00,BCH/USD,248.54,254.90,242.71,247.46,3734.44632127,924126.0866614743
1605657600,2020-11-18 00:00:00,BCH/USD,256.47,259.00,243.00,247.76,6709.43347003,1662329.2365346327
1605571200,2020-11-17 00:00:00,BCH/USD,253.22,260.61,250.00,255.94,6865.84636952,1757244.7198149487
1605484800,2020-11-16 00:00:00,BCH/USD,252.99,260.03,242.88,252.11,4094.08167690,1032158.931563259
1605398400,2020-11-15 00:00:00,BCH/USD,254.65,270.00,241.20,244.91,3744.15105002,916980.0336603982
1605312000,2020-11-14 00:00:00,BCH/USD,259.27,262.26,253.09,255.00,2987.93814266,761924.2263783
1605225600,2020-11-13 00:00:00,BCH/USD,260.09,268.00,249.12,259.27,12939.07789542,3354714.725945543
1605139200,2020-11-12 00:00:00,BCH/USD,257.07,265.37,252.01,260.27,12289.03922945,3198468.240248951
1605052800,2020-11-11 00:00:00,BCH/USD,257.95,262.17,255.60,257.24,4486.61134783,1154135.9031157894
1604966400,2020-11-10 00:00:00,BCH/USD,264.10,265.60,255.26,257.63,3979.10399969,1025136.5634401346
1604880000,2020-11-09 00:00:00,BCH/USD,270.92,274.23,257.02,264.70,8974.91808843,2375660.818007421
1604793600,2020-11-08 00:00:00,BCH/USD,252.81,277.83,250.95,269.72,11961.18089241,3226169.7103008255
1604707200,2020-11-07 00:00:00,BCH/USD,258.20,277.19,245.00,253.80,15929.47896154,4042901.7604388525
1604620800,2020-11-06 00:00:00,BCH/USD,250.24,260.13,248.58,258.30,8563.15889472,2211863.942506176
1604534400,2020-11-05 00:00:00,BCH/USD,242.39,252.41,239.80,249.76,8798.55553259,2197527.2298196782
1604448000,2020-11-04 00:00:00,BCH/USD,244.38,244.74,230.90,241.24,8153.62500825,1966980.4969902302
1604361600,2020-11-03 00:00:00,BCH/USD,257.52,258.86,232.70,244.32,14646.33125196,3578391.651478867
1604275200,2020-11-02 00:00:00,BCH/USD,269.67,271.85,254.37,257.55,6577.90906956,1694140.480865178
1604188800,2020-11-01 00:00:00,BCH/USD,261.93,270.68,260.63,267.88,1750.38347490,468892.725256212
1604102400,2020-10-31 00:00:00,BCH/USD,262.00,266.13,260.08,262.16,2922.02596123,766038.3259960569
1604016000,2020-10-30 00:00:00,BCH/USD,267.42,270.73,255.32,262.54,7694.86006795,2020208.5622395931
1603929600,2020-10-29 00:00:00,BCH/USD,268.02,271.34,256.70,267.63,5942.02513861,1590264.1878461943
1603843200,2020-10-28 00:00:00,BCH/USD,264.22,280.79,259.41,268.37,11210.15137242,3008468.3238163553
1603756800,2020-10-27 00:00:00,BCH/USD,259.40,268.23,257.35,265.08,6502.75615433,1723750.6013897962
1603670400,2020-10-26 00:00:00,BCH/USD,271.60,273.36,253.14,260.12,7881.79696952,2050213.0277115423
1603584000,2020-10-25 00:00:00,BCH/USD,274.07,275.75,268.46,271.48,2735.91236837,742745.4897650876
1603497600,2020-10-24 00:00:00,BCH/USD,269.10,278.72,268.00,275.84,1374.07335749,379024.39493004157
1603411200,2020-10-23 00:00:00,BCH/USD,266.51,276.21,264.17,270.50,4006.14648710,1083662.62476055
1603324800,2020-10-22 00:00:00,BCH/USD,259.49,274.64,259.49,267.96,9147.87675948,2451265.0564702605
1603238400,2020-10-21 00:00:00,BCH/USD,240.97,264.60,240.42,259.10,15268.55260828,3956081.9808053486
1603152000,2020-10-20 00:00:00,BCH/USD,250.04,250.04,237.69,240.88,7379.06266372,1777468.6144368737
1603065600,2020-10-19 00:00:00,BCH/USD,249.59,252.31,245.44,250.04,7396.30335639,1849371.6912317555
1602979200,2020-10-18 00:00:00,BCH/USD,244.14,250.78,243.94,249.50,2754.03577658,687131.92625671
1602892800,2020-10-17 00:00:00,BCH/USD,249.72,252.23,241.24,245.29,5738.97537815,1407713.2705064134
1602806400,2020-10-16 00:00:00,BCH/USD,260.55,266.46,243.07,250.24,8441.53682364,2112410.174747674
1602720000,2020-10-15 00:00:00,BCH/USD,258.83,265.27,256.02,261.97,8381.12627262,2195603.6496382616
1602633600,2020-10-14 00:00:00,BCH/USD,253.43,260.42,250.10,259.12,7506.09313725,1944978.85372422
1602547200,2020-10-13 00:00:00,BCH/USD,239.78,255.04,237.71,253.54,9426.23145070,2389926.722010478
1602460800,2020-10-12 00:00:00,BCH/USD,239.08,244.12,231.93,239.82,5536.76788723,1327827.6747154987
1602374400,2020-10-11 00:00:00,BCH/USD,237.71,243.54,236.43,239.27,6190.39916492,1481176.8081904084
